カテゴリ,管理番号,施設名,郵便番号,所在地,法人・団体名,開設年月日,有効開始日,有効終了日
歯科診療所,,伊庭歯科医院,525-0067,草津市新浜町430,,2003-04-07,,
歯科診療所,,医療法人耕悠会　草津いりえ歯科クリニック,525-0026,草津市渋川一丁目2-26ザ・草津タワー2F,医療法人耕悠会,2015-10-01,,
歯科診療所,,医療法人聖歯会　マリア歯科クリニック,525-0045,草津市若草５丁目８番地２０,医療法人　聖歯会,2013-04-01,,
歯科診療所,,梅影歯科医院,525-0027,草津市野村７丁目１７－２０,,1994-02-01,,
歯科診療所,,大上歯科医院,525-0033,草津市東草津３丁目５番２７号,,2016-03-01,,
歯科診療所,,岡崎歯科医院,525-0032,草津市大路２丁目３－６,,開設年月日不明,,
歯科診療所,,医療法人社団武琉会　奥田歯科,525-0032,草津市大路二丁目1番7号　ﾌﾟﾚｻﾝｽﾛｼﾞｪ草津　101号,医療法人社団武琉会,2012-10-01,,
歯科診療所,,香川歯科医院,525-0028,草津市上笠３丁目１８－２１,,2006-12-05,,
歯科診療所,,医療法人きのせ歯科医院,525-0054,草津市東矢倉２丁目８番５号,医療法人きのせ歯科医院,1992-04-01,,
歯科診療所,,久徳歯科,525-0034,草津市草津２丁目４－１７,,1993-11-01,,
歯科診療所,,草津駅前デンタルクリニック,525-0032,草津市大路１丁目7-1-111,,2009-09-01,,
歯科診療所,,草津たかはし歯科医院,525-0036,草津市草津町１５２７番地１,,1990-10-10,,
歯科診療所,,草津中央歯科クリニック,525ｰ0028,草津市上笠２丁目３２番３号,,2001-08-20,,
歯科診療所,,後藤歯科医院,525-0034,草津市草津１丁目５－２４,,1977-09-01,,
歯科診療所,,こなん歯科クリニック,525-0036,草津市草津町１５１１,,2024-04-01,,
歯科診療所,,こばやし歯科,525-0066,草津市矢橋町1518-6,,2003-06-06,,
歯科診療所,,こやま歯科医院,525-0048,草津市追分南8丁目3番4号,,2002-05-09,,
歯科診療所,,滋賀県歯科医師会口腔衛生センター,525-0072,草津市笠山７丁目４－４３,一般社団法人滋賀県歯科医師会,1980-07-01,,
歯科診療所,,芝田歯科クリニック,525-0066,草津市矢橋町１１６８番地５,,1999-11-01,,
歯科診療所,,しもがさベリー歯科クリニック,525-0029,草津市下笠町７５番７,,2003-12-18,,
歯科診療所,,十禅歯科クリニック,525-0055,草津市野路東五丁目２５－２４,,2006-01-01,,
歯科診療所,,髙田歯科,525-0059,草津市野路１丁目１４－３８サンマール南草津１階,,1997-06-04,,
歯科診療所,,多喜歯科診療所,525-0048,草津市追分南五丁目10-4,,2009-04-27,,
歯科診療所,,つかだ歯科医院,525-0032,草津市大路1-12-1星空館４階,,2003-12-08,,
歯科診療所,,戸﨑歯科,525-0037,草津市西大路町６－９,,2002-03-01,,
歯科診療所,,医療法人社団ナオデンタルオフィス　竹村歯科,525-0050,草津市南草津２丁目３番地６プリエールソシア１０２号室,医療法人社団ナオデンタルオフィス　竹村歯科,2024-04-01,,
歯科診療所,,にしだ歯科医院,525-0050,草津市南草津二丁目４番５号　102号,,2009-11-01,,
歯科診療所,,林歯科医院,525-0032,草津市大路１丁目１５番６号,,2025-03-01,,
歯科診療所,,医療法人丸山歯科医院,525-0037,草津市西大路町７番７－４号,医療法人丸山歯科医院,2004-04-01,,
歯科診療所,,南草津歯科,525-0059,草津市野路１丁目１３番３６号,医療法人社団真和会,2002-04-01,,
歯科診療所,,みやけ歯科,525-0053,草津市矢倉1-3-57,,2005-05-16,,
歯科診療所,,村井歯科医院,525-0059,草津市野路1-7-21 リベリー南草津,,1997-04-07,,
歯科診療所,,医療法人　むらお矯正歯科クリニック,525-0037,草津市西大路町８－１１,医療法人むらお矯正歯科クリニック,2007-04-01,,
歯科診療所,,草津ほんじょう歯科,525-0067,草津市新浜町300番地イオンモール草津132,医療法人社団碧森会,2012-11-01,,
歯科診療所,,山元歯科医院,525-0051,草津市木川町1118-40,,1976-02-01,,
歯科診療所,,山本歯科クリニック,525-0027,草津市野村8丁目8-14,,2008-03-01,,
歯科診療所,,ふせファミリー歯科,525-0006,草津市志那中町８番６,,2010-05-06,,
歯科診療所,,Ｅデンタルクリニック,525-0023,草津市平井2-8-10　ＴＭ草津ビル1-A,,2011-06-01,,
歯科診療所,,純歯科医院,525-0032,草津市大路１丁目１－１エルティ９３２　２Ｆ,,2011-08-01,,
歯科診療所,,ひとみ小町歯科,525ｰ0028,草津市上笠四丁目３－３０,,2011-09-01,,
歯科診療所,,かず歯科クリニック,525-0025,草津市西渋川１丁目17-20　ﾌｪｰｽﾋﾞﾙ１Ｆ,,2013-04-09,,
歯科診療所,,いしかわ矯正歯科,525-0048,草津市追分南６丁目２０番地９,医療法人寧静会,1990-10-01,,
歯科診療所,,医療法人かがやき歯科クリニック,525-0048,草津市追分南二丁目1番9号,医療法人かがやき歯科クリニック,2016-07-01,,
歯科診療所,,医療法人　あきひこ アキヨシデンタルクリニック,525-0041,草津市青地町６９２番地８,医療法人あきひこ,2018-04-01,,
歯科診療所,,さくら歯科,525-0041,草津市青地町７４３番地　１０１,,2018-08-08,,
歯科診療所,,南草津だいき歯科･矯正歯科,525-0059,草津市野路町片原６８７番１,医療法人社団ディライトデンタルケア,2019-03-01,,
歯科診療所,,にのみや歯科,525-0021,草津市川原二丁目１６－１,,2019-04-01,,
歯科診療所,,淡海デンタルクリニック,525-0041,草津市野村2丁目2-1 ソネット草津102,,2019-06-01,,
歯科診療所,,ひこ矯正歯科,525-0026,草津市渋川1-4-29 ﾌﾟﾃｨﾌｨｰﾙｺｺ1F,,2020-04-01,,
歯科診療所,,医療法人社団オリハラ歯科クリニック,525-0048,草津市追分南3丁目26番11号,医療法人社団オリハラ歯科クリニック,2020-04-01,,
歯科診療所,,医療法人いしはら歯科クリニック,525-0047,草津市追分１丁目４番25-3号,医療法人いしはら歯科クリニック,2020-05-01,,
歯科診療所,,あまつ歯科医院,525-0048,草津市追分南2丁目1-5-1G,,2020-06-01,,
歯科診療所,,みなみ草津ファミリー歯科,525-0055,草津市野路町６９４番地１,医療法人悠翔会,2021-01-01,,
歯科診療所,,堀井歯科医院,525-0063,草津市南山田町７６０－３,,2021-05-01,,
歯科診療所,,医療法人社団ＨＵＮＤＲＥＤ　やまぐち歯科,525-0050,草津市南草津三丁目５番４,医療法人社団ＨＵＮＤＲＥＤ,2021-11-01,,
歯科診療所,,Sono　Dental　Clinic　おとな&こども歯科,525-0034,草津市草津二丁目15番24号,医療法人ＳＤＣ会,2025-05-01,,
歯科診療所,,南草津こども・おとな歯科,525-0059,草津市野路１丁目１３－５南草津アクシスビル２Ｆ,,2022-09-10,,
歯科診療所,,南草津ミライエ歯科おとな＆こども矯正,525-0050,草津市南草津２丁目2番1ブランズシティ南草津1F,,2023-04-06,,
歯科診療所,,草津スマイルアライン歯科・矯正歯科,525-0037,草津市西大路町１番２７号ホテルボストンプラザ草津１階,医療法人新有杏会,2024-12-01,,
歯科診療所,,KANAYAMA DENTAL CLINIC,525-0025,草津市西渋川一丁目２１番１４号　エルミナＭＣビル２階,,2025-04-07,,
歯科診療所,,草津六花矯正歯科・歯科,525-0032,草津市大路1丁目14番1号伽羅ｺｰﾄ草津壱番館地下1階,,2025-07-01,,
歯科診療所,,プリムタウン大人こども歯科,525-0068,草津市南草津プリムタウン二丁目１４番６,,2026-01-06,,
歯科診療所,,横山歯科医院,524-0002,守山市小島町９３５番地の１０６,,1983-10-17,,
歯科診療所,,柴田歯科医院,524-0012,守山市播磨田町1275-1,,1989-09-01,,
歯科診療所,,大橋歯科クリニック,524-0012,守山市播磨田町683-1,,1994-04-25,,
歯科診療所,,うえむら歯科医院,524-0013,守山市下之郷一丁目11番５号,,2002-03-01,,
歯科診療所,,津曲歯科,524-0021,守山市吉身2-6-44,,1978-07-10,,
歯科診療所,,モリタ歯科医院,524-0021,守山市吉身3丁目1-12-1,,2006-10-01,,
歯科診療所,,佐藤歯科医院,524-0022,守山市守山２丁目５番９号,,1993-07-01,,
歯科診療所,,中西歯科医院,524-0022,守山市守山５丁目１－３８,,2017-12-01,,
歯科診療所,,くすの木歯科,524-0022,守山市守山５丁目８番１１号２,医療法人社団ゆうき会,2004-06-01,,
歯科診療所,,西川歯科医院,524-0033,守山市浮気町３００－１５ グランドメゾン守山２－１０７号,,2024-09-01,,
歯科診療所,,東條歯科医院,524-0036,守山市伊勢町４５１番１３２,,1988-12-01,,
歯科診療所,,守山駅前岡村歯科診療所,524-0037,守山市梅田町４番３１号,医療法人金亀会,2003-01-01,,
歯科診療所,,なかの歯科医院,524-0041,守山市勝部３丁目１０－３９ ﾌｧﾐｰﾙ守山１階,,2001-06-01,,
歯科診療所,,おおたに歯科医院　滋賀ペリオ・インプラント,524-0021,守山市吉身４丁目３－１６－４,,2015-03-01,,
歯科診療所,,二町中西歯科医院,524-0043,守山市二町町２１６番地３,,2017-06-01,,
歯科診療所,,ひがき歯科医院,524-0044,守山市古高町３８０番地,,1995-04-17,,
歯科診療所,,高橋歯科医院,524-0046,守山市今宿1丁目２番１５号,,1994-12-12,,
歯科診療所,,ごとう歯科こど・おとな歯科,524-0102,守山市水保町2221-5,,1983-12-01,,
歯科診療所,,医療法人おくむら歯科,524-0102,守山市水保町１２５５番地８,医療法人おくむら歯科,2024-11-01,,
歯科診療所,,坪田歯科医院,524-0102,守山市水保町1136-31,,2002-10-01,,
歯科診療所,,ハル歯科医院,524-0045,守山市金森町９９２,,2011-11-01,,
歯科診療所,,たむら歯科クリニック,524-0037,守山市梅田町10-1-202,,2012-06-01,,
歯科診療所,,医療法人せの歯科医院,524-0012,守山市播磨田町３９１番地２,医療法人せの歯科医院,2013-03-04,,
歯科診療所,,医療法人社団すもと岡本歯科,524-0103,守山市洲本町１２５７番地,医療法人社団すもと岡本歯科,2017-10-01,,
歯科診療所,,明愛デンタルクリニック,524-0033,守山市播磨田町１３１０－８,,2019-01-01,,
歯科診療所,,いろどりファミリー歯科,524-0013,守山市下之郷2丁目1番2号,,2019-02-01,,
歯科診療所,,ほんじょう歯科PIERI MORIYAMA CLINIC,524-0101,守山市今浜町2620-5ピエリ守山2F,,2019-06-03,,
歯科診療所,,医療法人おおた歯科こども歯科,524-0044,守山市古高町81番地5,医療法人おおた歯科こども歯科,2020-04-01,,
歯科診療所,,医療法人在伊鈦会アロハ歯科,524-0041,守山市勝部４丁目１０８８番１０１号,医療法人在伊鈦会,2020-11-01,,
歯科診療所,,守山おとなこども歯科,524-0013,守山市下之郷１丁目８番８号,,2021-03-29,,
歯科診療所,,医療法人永生会　守山駅前歯科,524-0033,守山市浮気町３４６番地２０,医療法人永生会,2021-09-01,,
歯科診療所,,医療法人いろは会いろは歯科・矯正歯科,524-0052,守山市大門町１１１番地１,医療法人いろは会,2025-12-01,,
歯科診療所,,まおか矯正歯科,524-0041,守山市勝部３丁目10-8-101,,2023-04-25,,
歯科診療所,,あさい歯科,524-0102,守山市水保町1214-3,,2023-05-02,,
歯科診療所,,中西訪問歯科,524-0021,守山市吉身三丁目４－２２ プチフルール千１０８号室,,2024-02-26,,
歯科診療所,,ふたば歯科医院,524-0045,守山市金森町３０９－１,,2024-12-01,,
歯科診療所,,もりきた歯科・矯正歯科,524-0016,守山市荒見町245-3,,2025-03-10,,
歯科診療所,,中川歯科医院,520-3014,栗東市川辺５３－１,,1997-08-01,,
歯科診療所,,医療法人　高森歯科,520-3015,栗東市安養寺１丁目１２番３０号,医療法人　高森歯科,2015-01-01,,
歯科診療所,,田園歯科医院,520-3021,栗東市蜂屋966-4,,1991-07-01,,
歯科診療所,,医療法人緑和会草津グリーン歯科,520-3024,栗東市小柿５丁目１０番１１－２－１号２階,医療法人緑和会,1995-08-07,,
歯科診療所,,おざき歯科医院,520-3024,栗東市小柿１０丁目５番５号,,2002-12-04,,
歯科診療所,,堀歯科医院,520-3025,栗東市中沢２丁目１０－３４,,1977-09-01,,
歯科診療所,,みきや歯科,520-3026,栗東市下釣６７６－５　１Ｆ,,2003-04-01,,
歯科診療所,,医療法人矯英会ウイング栗東矯正歯科クリニック,520-3031,栗東市綣３丁目２番１５リーデンススクエア101,医療法人矯英会,2008-11-05,,
歯科診療所,,クボタ歯科医院,520-3031,栗東市綣３丁目９番１８号グレーシィ栗東オーブ1F,,1995-06-15,,
歯科診療所,,医療法人緑和会栗東グリーン歯科,520-3031,栗東市綣４丁目１２番１６号アクア・リンピア2階,医療法人緑和会,1995-01-01,,
歯科診療所,,矢澤歯科医院,520-3031,栗東市綣２丁目２番３４号,,1999-05-09,,
歯科診療所,,畠山歯科医院,520-3033,栗東市笠川61-1,,1989-05-18,,
歯科診療所,,大槻歯科医院,520-3035,栗東市霊仙寺１丁目１番５２号,,1992-11-14,,
歯科診療所,,田中歯科医院,520-3042,栗東市辻658,,2000-01-01,,
歯科診療所,,岩田歯科医院,520-3047,栗東市手原５丁目７－１０,,1994-11-18,,
歯科診療所,,おおはしファミリー歯科,520-3034,栗東市小平井一丁目16-14,,2014-02-07,,
歯科診療所,,医療法人社団まごころ会　うかい歯科,520-3047,栗東市手原２丁目２番８号,医療法人社団まごころ会,2021-10-01,,
