施設名,施設郵便,施設住所,法人・団体名,施設番号,許可日,当初許可日,業種,種目主,種目従,満了日,条件1,条件2,条件3,条件4
藤岡洋菓子店,525-0055,草津市野路町６６３－１　ソレイユ豊Ⅱ　１階テナント２,,215396111,R05/02/17,R05/02/17,※菓子製造業,菓子製造,,R12/02/28,,,,
ｌｅ　ｈａ－ｎｏｎ（ル・ハノン）,525-0048,草津市追分南六丁目２－２０,株式会社ＰＬＵＳ　Ｌｅ,215397111,R05/02/13,R05/02/13,※菓子製造業,菓子製造,パン製造,R12/02/28,,,,
ホテル　ラフェスタ,524-0102,守山市水保町２８９１－５,合同会社ＬＤＡ,215398101,R05/02/22,R05/02/22,※飲食店営業,簡易な営業,,R11/10/31,簡易な営業に限る,,,
ＡＬＯＨＡ　ＣＡＦＥ　Ｐｉｎｅａｐｐｌｅ　草津栗東店,520-3037,栗東市北中小路３４３－１,株式会社ＨＯＰＥ,215399101,R05/03/16,R05/03/16,※飲食店営業,一般食堂,,R11/10/31,,,,
ドミノ・ピザ　栗東下鈎店,520-3026,栗東市下鈎８４２－１,株式会社ＦＵＫＵ,215400101,R05/02/21,R05/02/21,※飲食店営業,一般食堂,弁当屋,R11/10/31,,,,
古民家カフェ　じゃじゃ,524-0013,守山市下之郷三丁目７－３６,,215401101,R05/03/08,R05/03/08,※飲食店営業,一般食堂,,R11/10/31,,,,
夢之　滋賀４００つ９８９,,滋賀県一円（大津市の区域を除く。）,,215402101,R05/02/17,R05/02/17,※飲食店営業,,,R10/02/29,自動車による営業に限る,申請のあった取扱品目に限る,,
カマドのタコ　ハイボール酒場,525-0037,草津市西大路町７５６,,215403101,R05/02/24,R05/02/24,※飲食店営業,一般食堂,そうざい,R11/02/28,,,,
Ｈａｔｃｈ　Ｋｉｔｃｈｅｎ　なにわ８００せ３３１１,,滋賀県一円（大津市の区域を除く。）,,215404101,R05/02/21,R05/02/21,※飲食店営業,,,R10/02/29,自動車による営業に限る,申請のあった取扱品目に限る,,
Ｈａｔｃｈ　Ｋｉｔｃｈｅｎ,,滋賀県一円（大津市の区域を除く。）,,215406101,R05/02/21,R05/02/21,※飲食店営業,,,R10/02/29,巡回移動営業（申請のあった営業場所）に限る,加熱調理食品の提供に限る,簡単な調理加工行為に限る,申請のあった取扱品目に限る
Ｈａｐｐｙ　ａｇｅ　ｃｏｆｆｅｅ,525-0044,草津市岡本町８４１－１,株式会社Ｈａｐｐｙ,215407101,R05/03/24,R05/03/24,※飲食店営業,一般食堂,,R12/02/28,,,,
滋賀県病院事業庁　滋賀県立総合病院,524-0022,守山市守山五丁目４－３０,日清医療食品株式会社,215408101,R05/03/22,R05/03/22,※飲食店営業,給食,,R12/10/31,,,,
笑福,525-0032,草津市大路一丁目１－１エルティ草津９３２　地下１階,,215409101,R05/03/10,R05/03/10,※飲食店営業,一般食堂,,R12/02/28,,,,
ウツミファームボックス　京都８００せ９０６８,,滋賀県一円（大津市の区域を除く。）,,215411101,R05/03/01,R05/03/01,※飲食店営業,,,R11/02/28,自動車による営業に限る,,,
ＢＡＲ　Ｐｅｔｉｔ,524-0037,守山市梅田町４－２５　ニューメトロビル２階２０８号室,,215416101,R05/03/14,R05/03/14,※飲食店営業,簡易な営業,,R11/10/31,簡易な営業に限る,,,
ＢＡＲ　峠,520-2361,野洲市北野一丁目２１－２６,,215417101,R05/03/13,R05/03/13,※飲食店営業,一般食堂,,R11/06/30,,,,
ｍａｎｄａｌａ,525-0059,草津市野路一丁目８－２２　プリシード南草津ビル１Ｆ,,215418101,R05/03/08,R05/03/08,※飲食店営業,一般食堂,,R12/02/28,,,,
ＳＰＯＯＮ（スプーン）,524-0021,守山市吉身一丁目１１－４５,,215420101,R05/03/10,R05/03/10,※飲食店営業,一般食堂,そうざい,R11/10/31,,,,
ＣＯＮＥＹ　ＩＳＬＡＮＤ　ＳＴＡＮＤＡＲＤ,525-0026,草津市渋川一丁目１－６０,,215421101,R05/03/10,R05/03/10,※飲食店営業,一般食堂,そうざい,R12/02/28,,,,
ＣＯＮＥＹ　ＩＳＬＡＮＤ　ＳＴＡＮＤＡＲＤ,525-0026,草津市渋川一丁目１－６０,,215421115,R06/01/16,R06/01/16,※食肉製品製造業,加熱食肉製品（加熱後包装）製造,,R12/02/28,,,,
ＣＯＮＥＹ　ＩＳＬＡＮＤ　ＳＴＡＮＤＡＲＤ,525-0026,草津市渋川一丁目１－６０,,215421125,R06/04/30,R06/04/30,※そうざい製造業,そうざい製造,,R13/02/28,,,,
ＴＡＫＥ,524-0201,野洲市吉川３３０１－８,,215422101,R05/03/16,R05/03/16,※飲食店営業,弁当屋,そうざい,R11/06/30,,,,
ＴＡＫＥ,524-0201,野洲市吉川３３０１－８,,215422111,R05/03/16,R05/03/16,※菓子製造業,パン製造,調理パン,R11/06/30,,,,
ＴＡＫＥ,524-0201,野洲市吉川３３０１－８,,215422124,R05/03/16,R05/03/16,※麺類製造業,生めん製造,,R11/06/30,,,,
ＴＡＫＥ,524-0201,野洲市吉川３３０１－８,,215422129,R06/03/19,R06/03/19,※漬物製造業,浅漬け製造,,R12/06/30,,,,
いむら,525-0048,草津市追分南三丁目６－３,,215423101,R05/03/14,R05/03/14,※飲食店営業,一般食堂,弁当屋,R12/02/28,,,,
ミスタードーナツ　アルプラザ草津,525-0025,草津市西渋川一丁目２３－３０　アルプラザ草津　１Ｆ,株式会社リバースリー,215426101,R05/04/13,R05/04/13,※飲食店営業,一般食堂,,R12/02/28,,,,
アル・プラザ草津　１階銘店売場,525-0025,草津市西渋川一丁目２３－３０,株式会社平和堂,215427102,R05/03/23,R05/03/23,※調理機能を有する自動販売機による営業,,,R10/06/30,自動販売機による営業（設置台数は１台）に限る,,,
株式会社はなちゃん本舗,524-0022,守山市守山四丁目５－２１　サンクリエート１０１,株式会社はなちゃん本舗,215428111,R05/03/24,R05/03/24,※菓子製造業,パン製造,,R11/10/31,,,,
アルプラザ平和堂　草津　口福堂,525-0025,草津市西渋川一丁目２３－３０,株式会社柿安本店,215429111,R05/04/13,R05/04/13,※菓子製造業,菓子製造,,R12/02/28,,,,
焼き鳥　こころ,520-3015,栗東市安養寺七丁目１－２７,株式会社丸心物流,215430101,R05/03/29,R05/03/29,※飲食店営業,一般食堂,,R11/10/31,,,,
Ｆｏｏｄ－Ｔｒｕｃｋ　Ｗｏｎｄｅｒｖｏｇｅｌ　なにわ４８０な９２５９,,滋賀県一円(大津市の区域を除く）,株式会社Ｔａｋｅｍａｓａ,215431101,R05/03/14,R05/03/14,※飲食店営業,,,R11/02/28,自動車による営業に限る,申請のあった取扱品目に限る,,
ＣＲＥＭＡ　京都８００そ２８３０,,滋賀県一円（大津市の区域を除く。）,Ｆａｍｏｕｓ１．ＪＰ株式会社,215433101,R05/03/22,R05/03/22,※飲食店営業,,,R11/02/28,自動車による営業に限る,,,
ＬＯＵＮＧＥ　ＡＬＭＩＲＡ,524-0037,守山市梅田町４－２５　ニューメトロビル２０６,,215434101,R05/03/30,R05/03/30,※飲食店営業,簡易な営業,,R11/10/31,簡易な営業に限る,,,
大熊猫堂,,滋賀県一円（大津市の区域を除く。）,,215435101,R05/03/22,R05/03/22,※飲食店営業,,,R11/02/28,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡単な調理加工行為に限る
ＴＯＴ　三河８００せ１２２９,,滋賀県一円（大津市の区域を除く。）,,215436101,R05/03/22,R05/03/22,※飲食店営業,,,R11/02/28,自動車による営業に限る,,,
ＴＯＴ,,滋賀県一円（大津市の区域を除く。）,,215437101,R05/04/13,R05/04/13,※飲食店営業,,,R11/02/28,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡単な調理加工行為に限る
ちゅちゅ,525-0059,草津市野路七丁目１７－２７　奥井テナント１－Ａ,優和工業株式会社,215439101,R05/03/20,R05/03/20,※飲食店営業,一般食堂,,R12/02/28,,,,
アミール農園,520-2411,野洲市安治１２４８－１,,215440125,R05/03/27,R05/03/27,※そうざい製造業,そうざい製造,"弁当製造,そう漬物",R10/06/30,,,,
北海道うまいもの館,525-0025,草津市西渋川一丁目２３－３０　アルプラザ草津　１階,北海道フードフロンティア株式会社,215441101,R05/04/17,R05/04/17,※飲食店営業,簡易な営業,,R12/02/28,簡易な営業に限る,,,
チェッ！チェッ！チェッ！　滋賀１００せ４４７８,,滋賀県一円（大津市の区域を除く。）,,215442101,R05/03/24,R05/03/24,※飲食店営業,,,R11/02/28,自動車による営業に限る,申請のあった取扱品目に限る,,
龍祥福来中国物産,525-0032,草津市大路二丁目１４－１０,,215443101,R05/03/24,R05/03/24,※飲食店営業,一般食堂,,R12/02/28,,,,
ＨＯＰＥＡＧＯ　滋賀１００せ４４８５,,滋賀県一円(大津市の区域を除く）,,215444101,R05/03/27,R05/03/27,※飲食店営業,,,R11/02/28,自動車による営業に限る,,,
築地銀だこ　アルプラザ草津店,525-0025,草津市西渋川一丁目２３－３０,株式会社食蔵,215445101,R05/04/13,R05/04/13,※飲食店営業,一般食堂,弁当屋,R12/02/28,,,,
クッチーナ・ソーリッソ,524-0021,守山市吉身一丁目１１－４,,215446101,R05/03/30,R05/03/30,※飲食店営業,一般食堂,,R11/10/31,,,,
天下一品アル・プラザ草津店,525-0025,草津市西渋川一丁目２３－３０　アル・プラザ平和堂草津１階,株式会社天下一品,215447101,R05/04/13,R05/04/13,※飲食店営業,一般食堂,,R12/02/28,,,,
ＣＡＦＥ　ｉｎ　ｔｈｅ　ｋｎｏｔ,525-0021,草津市川原町２９８－１,大五農園株式会社,215448101,R05/03/29,R05/03/29,※飲食店営業,一般食堂,,R12/02/28,,,,
ビアード・パパ　アル・プラザ草津店,525-0025,草津市西渋川一丁目２３－３０アル・プラザ草津　１Ｆ,株式会社シー・オー・エム,215450111,R05/04/18,R05/04/18,※菓子製造業,菓子製造,,R12/02/28,,,,
近江牛焼肉　マワリ南草津店,525-0066,草津市矢橋町１１７－１,マワリ株式会社,215451101,R05/04/07,R05/04/07,※飲食店営業,一般食堂,,R13/02/28,,,,
Ｗｅｓｔ－ｔａｋｅｏｖｅｒ,,滋賀県一円（大津市の区域を除く。）,株式会社テイクオーバー,215452101,R05/03/27,R05/03/27,※飲食店営業,,,R11/02/28,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡単な調理加工行為に限る
ＣＬＵＢ　ＧＥＭＭＥ　Ｓａｌｏｎ,525-0032,草津市大路一丁目１６－３０　クオリア大路１階Ａ号室,ＩＮＳＯＵ　Ｗｅｓｔ株式会社,215453101,R05/04/13,R05/04/13,※飲食店営業,簡易な営業,,R12/02/28,簡易な営業に限る,,,
ちゃんぽん亭　草津野路店,525-0059,草津市野路四丁目７－８,ドリームフーズ株式会社,215454101,R05/04/05,R05/04/05,※飲食店営業,一般食堂,"弁当屋,そうざい",R12/02/28,,,,
あや,525-0023,草津市平井一丁目４－２３,,215456101,R05/04/18,R05/04/18,※飲食店営業,一般食堂,,R11/02/28,,,,
たこやきやさん,524-0053,守山市横江町１７０,,215457101,R05/04/07,R05/04/07,※飲食店営業,一般食堂,,R10/10/31,,,,
前畑豆腐店,,滋賀県一円(大津市の区域を除く）,,215458101,R05/03/30,R05/03/30,※飲食店営業,,,R11/02/28,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡単な調理加工行為に限る
守山今市食堂,524-0011,守山市今市町１５４,株式会社フジオフードシステム,215460101,R05/04/03,R05/04/03,※飲食店営業,一般食堂,"弁当屋,そうざい",R11/10/31,,,,
大衆餃子酒場　まる幸　草津店,525-0032,草津市大路一丁目１５－３５　２Ｆ,株式会社Ｊｉｄｏｒｉｙａ,215462101,R05/04/13,R05/04/13,※飲食店営業,一般食堂,,R12/02/28,,,,
一歩　袖ヶ浦５８３き３２１４,,滋賀県一円（大津市の区域を除く。）,,215464101,R05/04/04,R05/04/04,※飲食店営業,,,R11/02/28,自動車による営業に限る,申請のあった取扱品目に限る,,
ディッパーダンアルプラザ草津店,525-0025,草津市西渋川一丁目２３－３０　アルプラザ草津　１階,株式会社オレンジフードコート,215465101,R05/04/14,R05/04/14,※飲食店営業,一般食堂,,R12/02/28,,,,
ハクナマタタ,524-0022,守山市守山一丁目５－１０　守山銀座ビル東棟１階１０７,株式会社セブンプロデュース,215466101,R05/04/18,R05/04/18,※飲食店営業,一般食堂,,R11/10/31,,,,
スナック　香,524-0022,守山市守山六丁目８－１０,,215467101,R05/04/06,R05/04/06,※飲食店営業,簡易な営業,,R11/10/31,簡易な営業に限る,,,
セイショウ,,滋賀県一円（大津市の区域を除く。）,株式会社セイショウ,215469101,R05/04/07,R05/04/07,※飲食店営業,,,R11/02/28,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,簡単な調理加工行為に限る
空のカメレオン　なにわ８００せ４６５６,,滋賀県一円（大津市の区域を除く。）,,215470101,R05/04/07,R05/04/07,※飲食店営業,,,R11/02/28,自動車による営業に限る,,,
ｃｉｌｉｅｇｉｏ　滋賀８００す７８６０,,滋賀県一円（大津市の区域を除く。）,,215471101,R05/04/07,R05/04/07,※飲食店営業,,,R11/02/28,自動車による営業に限る,,,
アズーロ,525-0025,草津市西渋川一丁目２３－３０　アル・プラザ草津１Ｆ,株式会社アズーロ,215472101,R05/04/18,R05/04/18,※飲食店営業,一般食堂,,R12/02/28,,,,
ｍｔｕ株式会社,520-2423,野洲市西河原２５８７　ベル森之内Ａ１０３,ｍｔｕ株式会社,215473111,R05/04/13,R05/04/13,※菓子製造業,菓子製造,,R11/06/30,,,,
不二家　モリーブ守山店,524-0012,守山市播磨田町１８５－１　モリーブ１Ｆ,株式会社三和ハウジング,215474111,R05/04/21,R05/04/21,※菓子製造業,菓子製造,,R11/10/31,,,,
椿,525-0059,草津市野路二丁目２２－１１,,215475101,R05/04/20,R05/04/20,※飲食店営業,簡易な営業,,R12/02/28,簡易な営業に限る,,,
５ｐｏｃｋｅｔ　滋賀４００つ７４０５,,滋賀県一円（大津市の区域を除く。）,,215477101,R05/04/13,R05/04/13,※飲食店営業,,,R11/02/28,自動車による営業に限る,申請のあった取扱品目に限る,簡易な調理に限る,加熱調理食品の提供に限る
たべ処　近江あつまる,,滋賀県一円（大津市の区域を除く。）,,215480101,R05/04/17,R05/04/17,※飲食店営業,,,R11/02/28,巡回移動営業（申請のあった営業場所）に限る,申請のあった取扱品目に限る,加熱調理食品の提供に限る,
森のバーベキュー,524-0102,守山市水保町びわこ地球市民の森　出会いのゾーン円形広場北西　時計塔前,株式会社守山トレーダー＆アソシエイツ,215482101,R05/04/19,R05/04/19,※飲食店営業,一般食堂,,R11/10/31,,,,
森のバーベキュー,524-0102,守山市水保町びわこ地球市民の森　出会いのゾーン円形広場北西　時計塔前,株式会社守山トレーダー＆アソシエイツ,215482103,R05/04/19,R05/04/19,※食肉販売業,獣肉販売,,R11/10/31,とさつ・解体をしないこと,,,
近江焼肉ホルモンすだく　野洲店,520-2361,野洲市北野一丁目８－２０　レイクランド野洲駅前１Ｆ,株式会社スプーンテーブル,215483101,R05/04/26,R05/04/26,※飲食店営業,一般食堂,,R11/06/30,,,,
近江焼肉ホルモンすだく　野洲店,520-2361,野洲市北野一丁目８－２０　レイクランド野洲駅前１Ｆ,株式会社スプーンテーブル,215483103,R05/04/26,R05/04/26,※食肉販売業,獣肉販売,鳥肉販売,R11/06/30,とさつ・解体をしないこと,,,
