許可番号,法人・団体名,施設名,業種,許可申請年月日,許可開始年月日,許可満了年月日,条件
112108-02,フジパンストアー株式会社,パリクロアッサン,菓子製造業,2020/06/26,2020/07/01,2027/06/30,申請のあった取扱品目の製造に限る
112111-01,株式会社ハートフルキッチン,株式会社ハートフルキッチン関西営業所,飲食店営業,2021/10/14,2021/11/01,2028/10/31,
112116-01,,Ｎｏｕｂ,飲食店営業,2025/10/10,2025/11/01,2031/10/31,
112118-01,有限会社ミートショップなかえ,肉よし,飲食店営業,2025/06/20,2025/07/01,2031/06/30,
112118-03,有限会社ミートショップなかえ,肉よし,食肉販売業,2025/06/20,2025/07/01,2031/06/30,とさつ・解体は行わないこと。
112124-01,株式会社グランビスタホテル＆リゾート,株式会社グランビスタ　ホテル＆リゾート　大津ハイウェイレストラン,飲食店営業,2020/02/18,2020/03/01,2027/02/28,
112124-14,株式会社グランビスタホテル＆リゾート,株式会社グランビスタ　ホテル＆リゾート　大津ハイウェイレストラン,アイスクリーム類製造業,2020/02/18,2020/03/01,2027/02/28,ソフトクリームサーバー機による製造に限る
112124-11,株式会社グランビスタホテル＆リゾート,株式会社グランビスタ　ホテル＆リゾート　大津ハイウェイレストラン,菓子製造業,2022/02/08,2022/03/01,2029/02/28,申請のあった取扱品目の製造に限る
112125-01,株式会社グランビスタホテル＆リゾート,大津ハイウェイレストラン　専門店,飲食店営業,2026/02/13,2026/03/01,2033/02/28,
112131-01,,宙　ｓｏｒａ,飲食店営業,2025/10/09,2025/11/01,2031/10/31,
112133-01,,Ｂａｒ　ＡＬＬＵＲＥ,飲食店営業,2025/06/10,2025/07/01,2031/06/30,
112136-01,,居酒屋　もりた／ｈｉｒｕｎｏｂｕ,飲食店営業,2025/02/17,2025/03/01,2031/02/28,
112139-01,,カフェレストラン　ペコリーノ,飲食店営業,2025/10/20,2025/11/01,2031/10/31,
112144-01,株式会社ホテルアルファ－ワン大津,アルファ・ガーデン,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112147-17,イワシタ商事株式会社,おふろｃａｆｅびわこ座　レストラン,食肉販売業,2020/11/06,2020/11/11,2027/06/30,とさつ・解体をしないこと
112147-01,イワシタ商事株式会社,おふろｃａｆｅびわこ座　レストラン,飲食店営業,2025/02/12,2025/02/19,2031/06/30,
112148-01,イワシタ商事株式会社,おふろｃａｆｅびわこ座　喫茶,飲食店営業,2025/06/11,2025/07/01,2031/06/30,
112151-01,,貸席清林,飲食店営業,2019/10/24,2019/11/01,2026/10/31,
112155-01,,ぎゃれ楽坐,飲食店営業,2025/06/11,2025/07/01,2031/06/30,
112175-01,,Ｌｅ　ｍａｔｉｎ　Ｏｒａｇｅ（京都４８０ち５７６９）,飲食店営業,2023/02/17,2023/03/01,2028/02/29,自動車による営業に限る申請のあった取扱品目に限る簡易な調理に限る加熱調理食品の提供に限る
112178-01,,一本槍,飲食店営業,2025/06/18,2025/07/01,2031/06/30,
112179-01,,まると,飲食店営業,2025/06/16,2025/07/01,2031/06/30,
112180-01,,セブン－イレブン大津南志賀４丁目店,飲食店営業,2020/02/18,2020/03/01,2027/02/28,
112181-01,,ファミリーマート大津瀬田四丁目店,飲食店営業,2020/06/29,2020/07/01,2027/06/30,
112191-02,株式会社アペックス西日本,自販０３　日本精工株式会社　大津工場　整備（ＣＣＷ）,調理の機能を有する自動販売機により食品を調理し、調理された食品を販売する営業,2023/02/20,2023/03/01,2028/02/29,自動販売機による営業に限る設置台数は１台に限る
112206-11,,一心堂,菓子製造業,2025/10/16,2025/11/01,2031/10/31,申請のあった取扱品目の製造に限る。
112209-01,有限会社西輝,ローソン大津際川三丁目店,飲食店営業,2020/02/12,2020/03/01,2027/02/28,そうざいは店頭販売に限る
112209-02,有限会社西輝,ローソン大津際川三丁目店,菓子製造業,2020/02/12,2020/03/01,2027/02/28,申請のあった取扱品目の製造に限る
112213-01,,ほっかほっか亭　大津唐崎店,飲食店営業,2025/02/19,2025/03/01,2031/02/28,
112215-01,株式会社アドバンス,カレーハウスＣｏＣｏ壱番屋　大津におの浜店,飲食店営業,2025/02/17,2025/03/01,2031/02/28,
112222-01,,美庵（びあん）,飲食店営業,2026/02/16,2026/03/01,2032/02/29,
112227-01,有限会社ＫＯＰＰＥ,ｋｏｐｐｅ,飲食店営業,2025/06/19,2025/07/01,2031/06/30,
112227-11,有限会社ＫＯＰＰＥ,ｋｏｐｐｅ,菓子製造業,2025/06/19,2025/07/01,2031/06/30,申請のあった取扱品目の製造に限る。
112230-02,,Ｌａ　Ｐｉｅｔｒａ（ラ・ピエトラ）,菓子製造業,2020/08/20,2020/08/28,2027/06/30,申請のあった取扱品目の製造に限る
112230-01,,Ｌａ　Ｐｉｅｔｒａ（ラ・ピエトラ）,飲食店営業,2025/06/19,2025/07/01,2031/06/30,
112238-01,,そば処　めんぼう,飲食店営業,2026/02/06,2026/03/01,2032/02/29,
112241-01,ハーベスト株式会社,玉野浦保育園店,飲食店営業,2021/06/15,2021/07/01,2029/06/30,
112242-01,,やおとら,飲食店営業,2026/02/12,2026/03/01,2032/02/29,
112247-01,一冨士フードサービス株式会社,２１０１事業所,飲食店営業,2020/10/20,2020/11/01,2027/10/31,
112256-01,株式会社エスレイ,Ｐダイニング　浜大津アーカス店,飲食店営業,2021/02/10,2021/03/01,2028/02/29,そうざいは店頭販売に限る
112259-01,,和食屋　おとと,飲食店営業,2025/06/09,2025/07/01,2031/06/30,
112260-01,,Ｈｅｕｒｅｕｘ,飲食店営業,2025/10/15,2025/11/01,2031/10/31,
112270-01,イートランド株式会社,大津市南部学校給食共同調理場,飲食店営業,2021/02/19,2021/03/01,2028/02/29,
112271-01,,小太郎,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112273-01,中部フーズ株式会社,中部フーズ株式会社（惣菜・寿司コーナー）,飲食店営業,2021/02/25,2021/03/01,2028/02/29,そうざいは店頭販売に限る
112274-02,株式会社バロー,株式会社バロー大津店（北欧倶楽部）,菓子製造業,2021/02/25,2021/03/01,2028/02/29,申請のあった取扱品目の製造に限る
112276-17,株式会社バロー,株式会社バロー大津店（精肉コーナー）,食肉販売業,2021/02/25,2021/03/01,2027/02/28,とさつ・解体をしないこと
112281-01,株式会社コウ・フード・サービス,鶏こう　総本店,飲食店営業,2025/06/23,2025/07/01,2031/06/30,
112282-01,,ＡＮＣＨＯＲ．恵子,飲食店営業,2025/06/20,2025/07/01,2031/06/30,
112284-01,一冨士フードサービス株式会社,２３７８事業所,飲食店営業,2021/10/14,2021/11/01,2029/10/31,
112288-07,株式会社バロー,株式会社バロー大津店（鮮魚コーナー）,魚介類販売業,2021/02/25,2021/03/01,2027/02/28,
112288-01,株式会社バロー,株式会社バロー大津店（鮮魚コーナー）,飲食店営業,2024/05/30,2024/07/11,2031/02/28,
112291-01,株式会社西武・プリンスホテルズワールドワイド,瀬田ゴルフコース　レストラン,飲食店営業,2020/06/11,2020/07/01,2027/06/30,
112292-01,株式会社西武・プリンスホテルズワールドワイド,瀬田ゴルフコース　北コースＮｏ．１５売店,飲食店営業,2025/06/16,2025/07/01,2031/06/30,
112293-01,株式会社西武・プリンスホテルズワールドワイド,瀬田ゴルフコース　北コースＮｏ．７　売店,飲食店営業,2025/06/16,2025/07/01,2031/06/30,
112294-01,株式会社サンデリカ,株式会社サンデリカ滋賀事業所,飲食店営業,2020/06/26,2020/07/01,2027/06/30,
112294-02,株式会社サンデリカ,株式会社サンデリカ滋賀事業所,菓子製造業,2020/06/26,2020/07/01,2027/06/30,申請のあった取扱品目の製造に限る
112294-29,株式会社サンデリカ,株式会社サンデリカ滋賀事業所,そうざい製造業,2020/06/26,2020/07/01,2027/06/30,申請のあった取扱品目の製造に限る
112308-01,,旬彩　和さび,飲食店営業,2025/06/19,2025/07/01,2031/06/30,
112310-01,,炭火厨房　根っこ,飲食店営業,2025/06/17,2025/07/01,2031/06/30,
112312-01,,Ｔａｊ　Ｍａｈａｌ　Ｅｖｅｒｅｓｔ,飲食店営業,2026/06/12,2026/07/01,2032/06/30,
112313-11,,Ｌａｎｄｗｅｇ,菓子製造業,2023/10/17,2023/11/01,2029/10/31,申請のあった取扱品目の製造に限る
112313-01,,Ｌａｎｄｗｅｇ,飲食店営業,2025/10/14,2025/11/01,2031/10/31,
112318-01,,Ａｎ　ｄｅｕｘ,飲食店営業,2019/10/16,2019/11/01,2026/10/31,
112318-02,,Ａｎ　ｄｅｕｘ,菓子製造業,2019/10/16,2019/11/01,2026/10/31,申請のあった取扱品目の製造に限る
112325-01,,大船,飲食店営業,2025/06/10,2025/07/01,2031/06/30,
112328-01,株式会社モスストアカンパニー,モスバーガー大津美崎町店,飲食店営業,2020/06/23,2020/07/01,2027/06/30,
112328-02,株式会社モスストアカンパニー,モスバーガー大津美崎町店,菓子製造業,2020/06/23,2020/07/01,2027/06/30,申請のあった取扱品目の製造に限る
112330-01,,スナック　美怜,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112331-01,株式会社団喜,団喜　本店,飲食店営業,2025/10/09,2025/11/01,2031/10/31,
112334-01,株式会社湯元舘,湯元舘　はなれ　葭蘆葦,飲食店営業,2020/10/12,2020/11/01,2027/10/31,
112337-01,,Ｇ家じ～や,飲食店営業,2025/10/09,2025/11/01,2031/10/31,
112344-01,株式会社ウタシカン,ピザハット瀬田店,飲食店営業,2025/06/09,2025/07/01,2031/06/30,
112350-01,株式会社平和堂,株式会社　平和堂　フレンドマート石山寺辺店,飲食店営業,2020/06/15,2020/07/01,2027/06/30,そうざいは店頭販売に限る
112355-01,,ローソン大津栄町店,飲食店営業,2021/06/14,2021/07/01,2028/06/30,
112359-01,,ＣＯＣＯ＊Ｍ,飲食店営業,2025/10/15,2025/11/01,2031/10/31,
112360-01,株式会社西武・プリンスホテルズワールドワイド,瀬田ゴルフコース　北コースレストラン,飲食店営業,2021/06/15,2021/07/01,2027/06/30,
112362-01,,タコス屋　Ｅｌ　Ｃｈａｎｇａｒｒｏ（滋賀４８０さ・５４８）,飲食店営業,2024/02/20,2024/03/01,2029/02/28,自動車による営業に限る申請のあった取扱品目に限る簡易な調理に限る加熱調理食品の提供に限る
112369-01,株式会社Ｅｎｄｌｅｓｓ,とんかつ　かつ源　大津衣川店,飲食店営業,2025/10/17,2025/11/01,2031/10/31,
112370-01,株式会社天下一品,天下一品　堅田店,飲食店営業,2020/10/15,2020/11/01,2026/10/31,そうざいは店頭販売に限る
112373-01,株式会社秀静,ローソン大津大江二丁目店,飲食店営業,2021/06/17,2021/07/01,2028/06/30,
112376-01,,ＢＨ　ｃａｆｅ,飲食店営業,2025/10/22,2025/11/01,2031/10/31,
112382-01,株式会社てるの屋,新福菜館　大津京店,飲食店営業,2026/02/18,2026/03/01,2032/02/29,
112385-01,株式会社佳翔,和ダイニング　和（なごみ）,飲食店営業,2026/02/06,2026/03/01,2032/02/29,
112389-01,有限会社オーエス工業,炭火焼肉　ダイニング　りょう花,飲食店営業,2026/05/11,2026/07/01,2032/06/30,
112394-01,,Ｃｅｓｓａ　（セッサ）,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112397-01,,ラウンジ　ＬｉＰ,飲食店営業,2025/10/20,2025/11/01,2031/10/31,
112398-01,株式会社ジョイフル関西,ジョイフル大津萱野浦店,飲食店営業,2021/06/15,2021/07/01,2028/06/30,
112399-04,株式会社平和堂,フレンドマート膳所店（鮮魚）,魚介類販売業,2021/06/08,2021/06/11,2028/06/30,
112406-01,,Ｎｏｅｌ,飲食店営業,2025/10/15,2025/11/01,2031/10/31,
112407-01,,よしくら,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112409-01,,花ゆき,飲食店営業,2025/10/10,2025/11/01,2031/10/31,
112411-01,株式会社モンテローザ,魚民,飲食店営業,2021/02/10,2021/03/01,2028/02/29,
112421-01,,月影うさぎ,飲食店営業,2026/06/08,2026/07/01,2032/06/30,
112424-01,,リュエルしなやか,飲食店営業,2026/02/12,2026/03/01,2032/02/29,
112431-01,,みっけ,飲食店営業,2026/06/15,2026/07/01,2032/06/30,
112442-07,有限会社村河漁業,（有）村河漁業,魚介類販売業,2020/10/16,2020/11/01,2027/10/31,
112442-10,有限会社村河漁業,（有）村河漁業,食品の冷凍又は冷蔵業,2020/10/16,2020/11/01,2027/10/31,申請のあった取扱品目の製造に限る
112442-29,有限会社村河漁業,（有）村河漁業,そうざい製造業,2020/10/16,2020/11/01,2027/10/31,申請のあった取扱品目の製造に限る
112450-01,ＳＰＣＲＥＡＴＥ株式会社,ハレルヤ,飲食店営業,2026/06/15,2026/07/01,2032/06/30,
112451-01,,パン・キュイジーヌ・マ・ヨシムラ　,飲食店営業,2026/06/15,2026/07/01,2032/06/30,
112451-11,,パン・キュイジーヌ・マ・ヨシムラ,菓子製造業,2026/06/15,2026/07/01,2032/06/30,申請のあった取扱品目の製造に限る。
112452-11,ミエ・トロワジイル有限会社,ミエ・トロワジイル,菓子製造業,2025/10/16,2025/11/01,2031/10/31,申請のあった取扱品目の製造に限る。
112456-01,株式会社パンプキンズコーポレーション,パンプキンズコーポレーション　浮田クリニック店,飲食店営業,2020/10/20,2020/11/01,2027/10/31,
112460-01,株式会社ＨＩＲＯコーポレーション,もてなし家　とっくり,飲食店営業,2026/02/12,2026/03/01,2032/02/29,
112462-01,,カフェ　カマラード,飲食店営業,2026/06/10,2026/07/01,2032/06/30,
112463-01,株式会社トライアルカンパニー,スーパーセンタートライアル滋賀大津店　惣菜,飲食店営業,2021/06/15,2021/07/01,2028/06/30,
112465-03,株式会社トライアルカンパニー,スーパーセンタートライアル滋賀大津店　食肉,食肉販売業,2021/06/15,2021/07/01,2028/06/30,とさつ・解体は行わないこと
112479-31,株式会社明光ファクトリー,株式会社明光ファクトリー,食品の小分け業,2021/06/24,2021/07/01,2027/06/30,
112487-01,,グラバー亭,飲食店営業,2026/06/10,2026/07/01,2032/06/30,
112488-01,,あらい,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112491-01,,ふくろう珈琲店,飲食店営業,2026/06/08,2026/07/01,2032/06/30,
112492-07,,魚富商店,魚介類販売業,2020/10/16,2020/11/01,2026/10/31,
112492-29,,魚富商店,そうざい製造業,2020/10/16,2020/11/01,2026/10/31,申請のあった取扱品目の製造に限る
112496-01,,Ｃａｆｅ　Ｂａｒ　Ｃｅｒｖｉｎｏ,飲食店営業,2020/10/21,2020/11/01,2026/10/31,
112499-11,有限会社五兵衛,五兵衛,菓子製造業,2023/03/15,2023/03/23,2030/02/28,申請のあった取扱品目の製造に限る
112499-01,有限会社五兵衛,五兵衛,飲食店営業,2026/02/09,2026/03/01,2032/02/29,
112500-01,株式会社アドバンス,アドバンス　キッチンファクトリー　移動販売車（滋賀８００す３１３８）,飲食店営業,2024/02/20,2024/03/01,2030/02/28,自動車による営業に限る申請のあった取扱品目に限る
112502-01,,セブン－イレブン　大津大江７丁目店,飲食店営業,2021/06/14,2021/07/01,2028/06/30,
112509-01,布施マルタマフーズ株式会社,サービス付き高齢者住宅　ハートランド瀬田,飲食店営業,2021/06/17,2021/07/01,2029/06/30,
112510-01,日本レストランシステム株式会社,星乃珈琲店　大津別保店,飲食店営業,2026/06/16,2026/07/01,2032/06/30,
112511-01,日本レストランシステム株式会社,星乃珈琲店　大津真野店,飲食店営業,2020/10/14,2020/11/01,2026/10/31,
112511-02,日本レストランシステム株式会社,星乃珈琲店　大津真野店,菓子製造業,2020/10/14,2020/11/01,2026/10/31,申請のあった取扱品目の製造に限る
112513-01,,ごはん処　志琉家,飲食店営業,2026/02/12,2026/03/01,2032/02/29,
112517-01,有限会社カレーハウスドン,カレーハウス　ＤＯＮ（鈴鹿８００さ・８４５）,飲食店営業,2024/02/22,2024/03/01,2030/02/28,自動車による営業に限る申請のあった取扱品目に限る
112518-01,,セブン－イレブン　大津大将軍店,飲食店営業,2021/06/28,2021/07/01,2028/06/30,
112524-11,,薪窯焼きのパン　るぅた,菓子製造業,2021/10/11,2021/11/01,2028/10/31,申請のあった取扱品目の製造に限る
